SystemCode,TransNumber,TransDate,TransType,UCode,snum,SRNNumber,SRNType,PONumber,I,ItemCode,Item_Locked,ItemStatus,AddValue,Filled_Quantity,Billed_Quantity,RCP_Quantity,ISS_Quantity,PCS_Quantity,Meter_Quantity,RCP_Price,ISS_Price,RCP_Amount,ISS_Amount,Pack_Contains,KGContains,Packing,Rate_ED_Inv,Value_ED_INV,Rate_STD_Cost,Value_STD_Cost,Rate_NSales,Value_NSales,Sale_Price,ST_Rate,ST_Value,ST_Percent,ST_Amount,ST_Percent_A,ED_Rate,ED_Value,ED_Percent,ED_Amount,Freight_Amount,OT_Amount,Avg_Rate,Avg_Amount,ReceiptCode,IssueCode,WIPCode,COGSCode,SalesTaxCode,ExciseCode,SaleCode,ProcessCode,FreightCode,OtherCode,UPBillCode,U_STDRate,U_STDR_Process,SchemeRate,SchemeAmount,SchemeGrossTotal,SchemeTransNumber,Contain,ForExRate,ForExAmount,Calc_rate,Qty_used,OQty_Used,ScheduleDate,ScheduleQty,BackLog,Current_DP,Hold,USD,OJobQty,Status,Deal_No_DT,DealSize_DT,Log_Qty,PrintedType,Deal_Price,zrno
03,22110245,11/24/2022,0,Rabab Saleem,0,,L,,,95000101363,0,0,0,1171.4,0,0,555.83169,50000,0,0,0,0,0,555.83169,1,Kgs,810,450223.6689,0,0,0,450223.6689,0,0,0,0,0,0,0,450223.6689,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,585.7,0,1/0/1900,555.83,0,0,,,0,,,,0,Printed,0,36490
03,22110246,11/24/2022,0,Rabab Saleem,0,,L,,,95000101350,0,0,0,1048.3,0,0,500,0,0,0,0,0,0,500,1,Kgs,790,395000,0,0,0,395000,0,0,0,0,0,0,0,395000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,524.15,0,12/30/3799,500,0,0,,,0,,,,0,Printed,0,36489
03,22110247,11/24/2022,0,Rabab Saleem,0,,L,,,95000100257,0,0,0,791.9,0,0,400,0,0,0,0,0,0,400,1,Kgs,690,276000,0,0,0,276000,0,0,0,0,0,0,0,276000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,395.95,0,1/0/1900,400,0,0,,,0,,,,0,Printed,0,36956
03,22110248,11/24/2022,0,Rabab Saleem,0,,L,,,95000103306,0,0,0,0,0,0,3000,0,0,0,0,0,0,3000,1,Kgs,650,1950000,0,0,0,1950000,0,0,0,0,0,0,0,1950000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,,0,,,,0,Printed,0,36493
03,22110249,11/24/2022,0,Rabab Saleem,0,,L,,,95000503685,0,0,0,4243.02,0,0,2000,0,0,0,0,0,1300000,2000,1,Kgs,650,1300000,0,0,0,1300000,0,0,0,0,0,0,0,1300000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,1300000,,0,0,0,0,2121.51,0,12/30/3799,2000,0,0,,,0,,,,0,Printed,0,36597
03,22110250,11/24/2022,0,Rabab Saleem,0,,L,,,95000101250,0,0,0,2018.86,0,0,1000,0,0,0,0,0,0,1000,1,Kgs,670,670000,0,0,0,670000,0,0,0,0,0,0,0,670000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,1009.43,0,12/30/3799,1000,0,0,,,0,,,,0,Printed,0,36496
03,22110251,11/24/2022,0,Rabab Saleem,0,,L,,,95000104166,0,0,0,723.1,0,0,400,0,0,0,0,0,0,400,1,Kgs,665.18,266072,0,0,0,266072,0,0,0,0,0,0,0,266072,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,361.55,0,1/0/1900,400,0,0,,,0,,,,0,Printed,0,37353
03,22110251,11/24/2022,0,Rabab Saleem,1,,L,,,95000104167,0,0,0,762.18,0,0,400,0,0,0,0,0,0,400,1,Kgs,665.18,266072,0,0,0,266072,0,0,0,0,0,0,0,266072,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,381.09,0,1/0/1900,400,0,0,,,0,,,,0,Printed,0,37354
03,22110251,11/24/2022,0,Rabab Saleem,2,,L,,,95000104168,0,0,0,314.88,0,0,200,0,0,0,0,0,0,200,1,Kgs,665.18,133036,0,0,0,133036,0,0,0,0,0,0,0,133036,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,157.44,0,1/0/1900,200,0,0,,,0,,,,0,Printed,0,37355
03,22110252,11/24/2022,0,Rabab Saleem,0,,L,,,95000102572,0,0,0,2009.86,0,0,1000,0,0,0,0,0,0,1000,1,Kgs,655,655000,0,0,0,655000,0,0,0,0,0,0,0,655000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,1004.93,0,12/30/3799,1000,0,0,,,0,,,,0,Printed,0,36500
03,22110253,11/24/2022,0,Rabab Saleem,0,,L,,,95000100288,0,0,0,2068.52,0,0,1000,0,0,0,0,0,0,1000,1,Kgs,560,560000,0,0,0,560000,0,0,0,0,0,0,0,560000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,1034.26,0,12/30/3799,1000,0,0,,,0,,,,0,Printed,0,36501
03,22110254,11/24/2022,0,Rabab Saleem,0,,L,,,95000102575,0,0,0,2016,0,0,1000,0,0,0,0,0,0,1000,1,Kgs,655,655000,0,0,0,655000,0,0,0,0,0,0,0,655000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,1008,0,12/30/3799,1000,0,0,,,0,,,,0,Printed,0,36502
03,22110255,11/24/2022,0,Rabab Saleem,0,,L,,,95000100284,0,0,0,2088.2,0,0,1000,0,0,0,0,0,0,1000,1,Kgs,480,480000,0,0,0,480000,0,0,0,0,0,0,0,480000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,1044.1,0,12/30/3799,1000,0,0,,,0,,,,0,Printed,0,36503
03,22110256,11/24/2022,0,Rabab Saleem,0,,L,,,95000100285,0,0,0,1512.42,0,0,1000,0,0,0,0,0,0,1000,1,Kgs,480,480000,0,0,0,480000,0,0,0,0,0,0,0,480000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,960.42,0,1/0/1900,1000,0,0,,,0,,,,0,Printed,0,36504
03,22110257,11/24/2022,0,Rabab Saleem,0,,L,,,95000100285,0,0,0,1920,0,0,1000,0,0,0,0,0,0,1000,1,Kgs,480,480000,0,0,0,480000,0,0,0,0,0,0,0,480000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,960,0,1/0/1900,1000,0,0,,,0,,,,0,Printed,0,36505
03,22110258,11/24/2022,0,Rabab Saleem,0,,L,,,95000100286,0,0,0,2000,0,0,1000,0,0,0,0,0,0,1000,1,Kgs,480,480000,0,0,0,480000,0,0,0,0,0,0,0,480000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,1000,0,1/0/1900,1000,0,0,,,0,,,,0,Printed,0,36506
03,22110259,11/24/2022,0,Rabab Saleem,0,,L,,,95000101587,0,0,0,2005.96,0,0,1000,0,0,0,0,0,0,1000,1,Kgs,680,680000,0,0,0,680000,0,0,0,0,0,0,0,680000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,1002.98,0,12/30/3799,1000,0,0,,,0,,,,0,Printed,0,36507
03,22110260,11/24/2022,0,Rabab Saleem,0,,L,,,95000101587,0,0,0,2038,0,0,1000,0,0,0,0,0,0,1000,1,Kgs,680,680000,0,0,0,680000,0,0,0,0,0,0,0,680000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,1019,0,12/30/3799,1000,0,0,,,0,,,,0,Printed,0,36508
03,22110261,11/24/2022,0,Rabab Saleem,0,,L,,,95000102173,0,0,0,0,0,0,5443.141532,670800,0,0,0,0,0,5443.141532,1,Pcs,5.44158,3650211.864,0,0,0,3650211.864,0,0,0,0,0,0,0,3650211.864,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,,0,,,,0,Printed,0,36509
03,22110262,11/24/2022,0,Rabab Saleem,0,,L,,,95000101765,0,0,0,4855.96,0,0,4175.759257,344500,0,0,0,0,0,4175.759257,1,Pcs,8.26837,2848453.465,0,0,0,2848453.465,0,0,0,0,0,0,0,2848453.465,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,3565.76,0,1/0/1900,4175.76,0,0,,,0,,,,0,Printed,0,36512
03,22110263,11/24/2022,0,Rabab Saleem,0,,L,,,95000101770,0,0,0,0,0,0,2793.906255,172200,0,0,0,0,0,2793.906255,1,Pcs,10.61107,1827226.254,0,0,0,1827226.254,0,0,0,0,0,0,0,1827226.254,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,,0,,,,0,Printed,0,36511
03,22110264,11/24/2022,0,Rabab Saleem,0,,L,,,95000102175,0,0,0,349.5,0,0,2256.07008,120000,0,0,0,0,0,2256.07008,1,Pcs,12.48361,1498033.2,0,0,0,1498033.2,0,0,0,0,0,0,0,1498033.2,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,174.75,0,1/0/1900,2256.07,0,0,,,0,,,,0,Printed,0,36668
03,22110265,11/24/2022,0,Rabab Saleem,0,,L,,,95000101757,0,0,0,1142.72,0,0,1363.636913,112500,0,0,0,0,0,1363.636913,1,Pcs,8.26837,930191.625,0,0,0,930191.625,0,0,0,0,0,0,0,930191.625,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,571.36,0,12/30/3799,1363.64,0,0,,,0,,,,0,Printed,0,36669
03,22110266,11/24/2022,0,Rabab Saleem,0,,L,,,95000104053,0,0,0,1323.02,0,0,3285.511343,686700,0,0,0,0,0,3285.511343,1,Pcs,3.21548,2208070.116,0,0,0,2208070.116,0,0,0,0,0,0,0,2208070.116,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,661.51,0,12/30/3799,3285.51,0,0,,,0,,,,0,Printed,0,36515
03,22110267,11/24/2022,0,Rabab Saleem,0,,L,,,95000100316,0,0,0,1416.4,0,0,2029.508275,351500,0,0,0,0,0,2029.508275,1,Pcs,3.77726,1327706.89,0,0,0,1327706.89,0,0,0,0,0,0,0,1327706.89,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,708.2,0,12/30/3799,2029.51,0,0,,,0,,,,0,Printed,0,36516
03,22110268,11/24/2022,0,Mohsin,0,,L,,,95000103181,0,0,0,0,0,0,891.4395263,108500,0,0,0,0,0,891.4395263,1,Pcs,5.42719,588850.115,0,0,0,588850.115,0,0,0,0,0,0,0,588850.115,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,,891.44,0,0,,,0,,,,0,Printed,0,38392
03,22110269,11/24/2022,0,Rabab Saleem,0,,L,,,95000103883,0,0,0,1449.91,0,0,1404.17,813000,0,0,0,0,0,1404.17,1,Pcs,0.96465,784260.45,0,0,0,784260.45,0,0,0,0,0,0,0,784260.45,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,1203.71,0,1/0/1900,1404.17,0,0,,,0,,,,0,Printed,0,37447
03,22110270,11/24/2022,0,Rabab Saleem,0,,L,,,95000101749,0,0,0,0,0,0,200,0,0,0,0,0,0,200,1,Kgs,583,116600,0,0,0,116600,0,0,0,0,0,0,0,116600,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,,0,,,,0,Printed,0,36519
03,22110271,11/24/2022,0,Rabab Saleem,0,,L,,,95000102871,0,0,0,2362.62,0,0,1500,0,0,0,0,0,0,1500,1,Kgs,515,772500,0,0,0,772500,0,0,0,0,0,0,0,772500,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,1555.33,0,12/30/3799,1500,0,0,,,0,,,,0,Printed,0,36521
03,22110272,11/24/2022,0,Rabab Saleem,0,,L,,,95000103507,0,0,0,2525.02,0,0,1200,0,0,0,0,0,631000,1200,1,Kgs,765,918000,0,0,0,918000,0,0,0,0,0,0,0,918000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,631000,,0,0,0,0,1262.51,0,12/30/3799,1200,0,0,,,0,,,,0,Printed,0,36752
03,22110273,11/24/2022,0,Rabab Saleem,0,,L,,,95000703799,0,0,0,975.64,0,0,500,0,0,0,0,0,0,500,1,Kgs,600,300000,0,0,0,300000,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,487.82,0,12/30/3799,500,0,0,,,0,,,,0,Printed,0,36540
03,22110274,11/25/2022,0,Rabab Saleem,0,,L,,,95000103618,0,0,0,2186.51,0,0,2000,0,0,0,0,0,0,2000,1,Kgs,840,1680000,0,0,0,1680000,0,0,0,0,0,0,0,1680000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,2186.51,0,,3000,0,2186.51,,,0,,,,0,Printed,0,36909
03,22110275,11/25/2022,0,Rabab Saleem,0,,L,,,95000102038,0,0,0,828.65,0,0,500,0,0,0,0,0,0,500,1,Kgs,720,360000,0,0,0,360000,0,0,0,0,0,0,0,360000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,484.15,0,1/0/1900,500,0,0,,,0,,,,0,Printed,0,36537
03,22110276,11/25/2022,0,Rabab Saleem,0,,L,,,95000103962,0,0,0,572.2,0,0,575.289,400000,0,0,0,0,0,575.289,1,Pcs,1.75,700000,0,0,0,700000,0,0,0,0,0,0,0,700000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,572.2,0,12/30/3799,575.29,0,0,,,0,,,,0,Printed,0,36538
03,22110277,11/25/2022,0,Rabab Saleem,0,,L,,,95000103828,0,0,0,902,0,0,913.00495,50000,0,0,0,0,0,913.00495,1,Pcs,12.62,631000,0,0,0,631000,0,0,0,0,0,0,0,631000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,902,0,12/30/3799,913,0,0,,,0,,,,0,Printed,0,37117
03,22110278,11/25/2022,0,Rabab Saleem,0,,L,,,95000104051,0,0,0,10360.05,0,0,6000,0,0,0,0,0,0,6000,1,Kgs,875,5250000,0,0,0,5250000,0,0,0,0,0,0,0,5250000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,6265.55,0,1/0/1900,6000,0,0,,,0,,,,0,Printed,0,36542
03,22110278,11/25/2022,0,Rabab Saleem,1,,L,,,95000104169,0,0,0,2166.4,0,0,2000,0,0,0,0,0,0,2000,1,Kgs,875,1750000,0,0,0,1750000,0,0,0,0,0,0,0,1750000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,2166.4,0,12/30/3799,2000,0,2166.4,,,0,,,,0,Printed,0,36543
03,22110278,11/25/2022,0,Rabab Saleem,2,,L,,,95000103999,0,0,0,2145.62,0,0,1000,0,0,0,0,0,0,1000,1,Kgs,875,875000,0,0,0,875000,0,0,0,0,0,0,0,875000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,1072.81,0,12/30/3799,1000,0,0,,,0,,,,0,Printed,0,36544
03,22110278,11/25/2022,0,Rabab Saleem,3,,L,,,95000104032,0,0,0,7050,0,0,4500,0,0,0,0,0,0,4500,1,Kgs,875,3937500,0,0,0,3937500,0,0,0,0,0,0,0,3937500,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,4607.05,0,12/30/3799,4500,0,0,,,0,,,,0,Printed,0,36545
03,22110278,11/25/2022,0,Rabab Saleem,4,,L,,,95000104084,0,0,0,6332.1,0,0,3000,0,0,0,0,0,0,3000,1,Kgs,875,2625000,0,0,0,2625000,0,0,0,0,0,0,0,2625000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,3166.05,0,1/0/1900,3000,0,0,,,0,,,,0,Printed,0,36546
03,22110279,11/25/2022,0,Rabab Saleem,0,,L,,,95000104170,0,0,0,0,0,0,10,0,0,0,0,0,0,10,1,Kgs,0.1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,,10,0,0,,,0,,,,0,Printed,0,37886
03,22110280,11/25/2022,0,Izhar Ahmed,0,,L,,,97000900005,0,0,0,1140,0,0,570,0,0,0,0,0,0,570,1,Kgs,12,6840,0,0,0,6840,0,0,0,0,0,0,0,6840,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,570,0,11/25/2022,570,0,0,,,0,,,,0,Printed,0,36548
03,22110281,11/25/2022,0,Izhar Ahmed,0,,L,,,97000900005,0,0,0,700,0,0,350,0,0,0,0,0,0,350,1,Kgs,12,4200,0,0,0,4200,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,350,0,11/25/2022,350,0,0,,,0,,,,0,Printed,0,36549
03,22110282,11/25/2022,0,Izhar Ahmed,0,,L,,,97000900005,0,0,0,860,0,0,430,0,0,0,0,0,0,430,1,Kgs,12,5160,0,0,0,5160,0,0,0,0,0,0,0,5160,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,430,0,11/25/2022,430,0,0,,,0,,,,0,Printed,0,36550
03,22110283,11/25/2022,0,Izhar Ahmed,0,,L,,,97000900005,0,0,0,760,0,0,380,0,0,0,0,0,0,380,1,Kgs,12,4560,0,0,0,4560,0,0,0,0,0,0,0,4560,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,380,0,11/25/2022,380,0,0,,,0,,,,0,Printed,0,36551
03,22110284,11/25/2022,0,Izhar Ahmed,0,,L,,,97000900007,0,0,0,800,0,0,400,0,0,0,0,0,0,400,1,Kgs,16,6400,0,0,0,6400,0,0,0,0,0,0,0,6400,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,400,0,11/25/2022,400,0,0,,,0,,,,0,Printed,0,36552
03,22110285,11/25/2022,0,Izhar Ahmed,0,,L,,,97000900007,0,0,0,1380,0,0,690,0,0,0,0,0,0,690,1,Kgs,16,11040,0,0,0,11040,0,0,0,0,0,0,0,11040,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,690,0,11/25/2022,690,0,0,,,0,,,,0,Printed,0,36553
03,22110286,11/25/2022,0,Izhar Ahmed,0,,L,,,97000900021,0,0,0,1000,0,0,500,0,0,0,0,0,0,500,1,Kgs,44,22000,0,0,0,22000,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,500,0,11/25/2022,500,0,0,,,0,,,,0,Printed,0,36554
03,22110287,11/25/2022,0,Izhar Ahmed,0,,L,,,97000900022,0,0,0,1240,0,0,620,0,0,0,0,0,0,620,1,Kgs,7,4340,0,0,0,4340,0,0,0,0,0,0,0,4340,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,620,0,11/25/2022,620,0,0,,,0,,,,0,Printed,0,36555
03,22110288,11/25/2022,0,Izhar Ahmed,0,,L,,,97000900022,0,0,0,1240,0,0,620,0,0,0,0,0,0,620,1,Kgs,7,4340,0,0,0,4340,0,0,0,0,0,0,0,4340,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,620,0,11/25/2022,620,0,0,,,0,,,,0,Printed,0,36556
03,22110289,11/25/2022,0,Aimal,0,,L,,,96000200863,0,0,0,1025.6,0,0,500,0,0,0,0,0,0,500,1,Kgs,390,195000,0,0,0,195000,0,0,0,0,0,0,0,195000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,512.8,0,11/29/2022,500,0,0,,,0,,,,0,Printed,0,36557
03,22110290,11/26/2022,0,Izhar Ahmed,0,,L,,,97000900030,0,0,0,0,0,0,1,30,0,0,0,0,0,1,1,Pcs,3050,91500,0,0,0,91500,0,0,0,0,0,0,0,91500,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,11/26/2022,1,0,0,,,0,,,,0,Printed,0,36558
03,22110291,11/26/2022,0,Izhar Ahmed,0,,L,,,97000900030,0,0,0,0,0,0,1,15,0,0,0,0,0,1,1,Pcs,3100,46500,0,0,0,46500,0,0,0,0,0,0,0,46500,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,11/26/2022,1,0,0,,,0,,,,0,Printed,0,36559
03,22110292,11/26/2022,0,Izhar Ahmed,0,,L,,,97000900030,0,0,0,0,0,0,1,10,0,0,0,0,0,1,1,Pcs,2800,28000,0,0,0,28000,0,0,0,0,0,0,0,28000,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,11/26/2022,1,0,0,,,0,,,,0,Printed,0,36560
03,22110293,11/26/2022,0,Izhar Ahmed,0,,L,,,97000900024,0,0,0,2660,0,0,1330,0,0,0,0,0,0,1330,1,Kgs,68,90440,0,0,0,90440,0,0,0,0,0,0,0,90440,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,1330,0,11/26/2022,1330,0,0,,,0,,,,0,Printed,0,36561
03,22110294,11/26/2022,0,Izhar Ahmed,0,,L,,,97000900003,0,0,0,0,0,0,1,128,0,0,0,0,0,1,1,Pcs,110,14080,0,0,0,14080,0,0,0,0,0,0,0,14080,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,11/26/2022,1,0,0,,,0,,,,0,Printed,0,36562
03,22110294,11/26/2022,0,Izhar Ahmed,1,,L,,,97000900043,0,0,0,0,0,0,1,87,0,0,0,0,0,1,1,Pcs,100,8700,0,0,0,8700,0,0,0,0,0,0,0,8700,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,11/26/2022,1,0,0,,,0,,,,0,Printed,0,36563
03,22110295,11/26/2022,0,Izhar Ahmed,0,,L,,,97000900021,0,0,0,1080,0,0,540,0,0,0,0,0,0,540,1,Kgs,44,23760,0,0,0,23760,0,0,0,0,0,0,0,23760,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,540,0,11/26/2022,540,0,0,,,0,,,,0,Printed,0,36564
03,22110296,11/26/2022,0,Izhar Ahmed,0,,L,,,97000900045,0,0,0,2936,0,0,1468,0,0,0,0,0,0,1468,1,Kgs,45,66060,0,0,0,66060,0,0,0,0,0,0,0,66060,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,1468,0,11/26/2022,1468,0,0,,,0,,,,0,Printed,0,36565
03,22110297,11/26/2022,0,Izhar Ahmed,0,,L,,,97000900006,0,0,0,2460,0,0,1230,0,0,0,0,0,0,1230,1,Kgs,13,15990,0,0,0,15990,0,0,0,0,0,0,0,15990,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,1230,0,11/26/2022,1230,0,0,,,0,,,,0,Printed,0,36566
03,22110298,11/26/2022,0,Izhar Ahmed,0,,L,,,97000900003,0,0,0,0,0,0,1,105,0,0,0,0,0,1,1,Pcs,110,11550,0,0,0,11550,0,0,0,0,0,0,0,11550,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,11/26/2022,1,0,0,,,0,,,,0,Printed,0,36567
03,22110299,11/26/2022,0,Izhar Ahmed,0,,L,,,97000900030,0,0,0,0,0,0,1,18,0,0,0,0,0,1,1,Pcs,3200,57600,0,0,0,57600,0,0,0,0,0,0,0,57600,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,11/26/2022,1,0,0,,,0,,,,0,Printed,0,36568
03,22110299,11/26/2022,0,Izhar Ahmed,1,,L,,,97000900026,0,0,0,0,0,0,1,11,0,0,0,0,0,1,1,Pcs,1100,12100,0,0,0,12100,0,0,0,0,0,0,0,12100,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,11/26/2022,1,0,0,,,0,,,,0,Printed,0,36569
03,22110300,11/26/2022,0,Izhar Ahmed,0,,L,,,97000900020,0,0,0,0,0,0,1,105,0,0,0,0,0,1,1,Pcs,325,34125,0,0,0,34125,0,0,0,0,0,0,0,34125,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,11/26/2022,1,0,0,,,0,,,,0,Printed,0,36570
03,22110300,11/26/2022,0,Izhar Ahmed,1,,L,,,97000900019,0,0,0,0,0,0,1,128,0,0,0,0,0,1,1,Pcs,163,20864,0,0,0,20864,0,0,0,0,0,0,0,20864,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,11/26/2022,1,0,0,,,0,,,,0,Printed,0,36571
03,22110300,11/26/2022,0,Izhar Ahmed,2,,L,,,97000900017,0,0,0,0,0,0,1,73,0,0,0,0,0,1,1,Pcs,230,16790,0,0,0,16790,0,0,0,0,0,0,0,16790,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,11/26/2022,1,0,0,,,0,,,,0,Printed,0,36572
03,22110300,11/26/2022,0,Izhar Ahmed,3,,L,,,97000900018,0,0,0,0,0,0,1,72,0,0,0,0,0,1,1,Pcs,115,8280,0,0,0,8280,0,0,0,0,0,0,0,8280,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,11/26/2022,1,0,0,,,0,,,,0,Printed,0,36573
03,22110300,11/26/2022,0,Izhar Ahmed,4,,L,,,97000900075,0,0,0,0,0,0,1,25,0,0,0,0,0,1,1,Pcs,150,3750,0,0,0,3750,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,11/26/2022,1,0,0,,,0,,,,0,Printed,0,36574
03,22110301,11/26/2022,0,Izhar Ahmed,0,,L,,,97000900009,0,0,0,3850,0,0,1925,0,0,0,0,0,0,1925,1,Kgs,45,86625,0,0,0,86625,0,0,0,0,0,0,0,86625,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,1925,0,11/26/2022,1925,0,0,,,0,,,,0,Printed,0,36575
03,22110302,11/26/2022,0,Izhar Ahmed,0,,L,,,97000900052,0,0,0,1540,0,0,770,0,0,0,0,0,0,770,1,Kgs,112,86240,0,0,0,86240,0,0,0,0,0,0,0,86240,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,770,0,11/26/2022,770,0,0,,,0,,,,0,Printed,0,36576
03,22110303,11/26/2022,0,Izhar Ahmed,0,,L,,,97000900052,0,0,0,1580,0,0,790,0,0,0,0,0,0,790,1,Kgs,112,88480,0,0,0,88480,0,0,0,0,0,0,0,88480,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,790,0,11/26/2022,790,0,0,,,0,,,,0,Printed,0,36577
03,22110304,11/26/2022,0,Izhar Ahmed,0,,L,,,97000900026,0,0,0,0,0,0,1,8,0,0,0,0,0,1,1,Pcs,1100,8800,0,0,0,8800,0,0,0,0,0,0,0,8800,0,0,0,0,0,0,,,,,,,,,,,,0,,0,0,0,,0,0,0,0,0,0,11/26/2022,1,0,0,,,0,,,,0,Printed,0,36578
